MUN_NAME,MUN_NAME_data_orig,MUN_CODE,UF_ABBREV,Modulo_fiscal_ha
Itariri,Itariri,3523305,SP,10
Itatiba,Itatiba,3523404,SP,12
Itatinga,Itatinga,3523503,SP,30
Itirapina,Itirapina,3523602,SP,14
Itirapuã,Itirapuã,3523701,SP,16
Itobi,Itobi,3523800,SP,22
Itu,Itu,3523909,SP,12
Itupeva,Itupeva,3524006,SP,10
Ituverava,Ituverava,3524105,SP,22
Jaborandi,Jaborandi,3524204,SP,18
Jaboticabal,Jaboticabal,3524303,SP,14
Jacareí,Jacareí,3524402,SP,12
Jaci,Jaci,3524501,SP,20
Jacupiranga,Jacupiranga,3524600,SP,16
Jaguariúna,Jaguariúna,3524709,SP,10
Jales,Jales,3524808,SP,26
Jambeiro,Jambeiro,3524907,SP,30
Jandira,Jandira,3525003,SP,7
Jardinópolis,Jardinópolis,3525102,SP,14
Jarinu,Jarinu,3525201,SP,12
Jaú,Jaú,3525300,SP,14
Jeriquara,Jeriquara,3525409,SP,16
Joanópolis,Joanópolis,3525508,SP,24
João Ramalho,João Ramalho,3525607,SP,24
José Bonifácio,José Bonifácio,3525706,SP,30
Júlio Mesquita,Júlio Mesquita,3525805,SP,12
Jumirim,Jumirim,3525854,SP,26
Jundiaí,Jundiaí,3525904,SP,10
Junqueirópolis,Junqueirópolis,3526001,SP,20
Juquiá,Juquiá,3526100,SP,16
Juquitiba,Juquitiba,3526209,SP,7
Lagoinha,Lagoinha,3526308,SP,35
Laranjal Paulista,Laranjal Paulista,3526407,SP,18
Lavínia,Lavínia,3526506,SP,30
Lavrinhas,Lavrinhas,3526605,SP,24
Leme,Leme,3526704,SP,18
Lençóis Paulista,Lençóis Paulista,3526803,SP,12
Limeira,Limeira,3526902,SP,10
Lindóia,Lindóia,3527009,SP,16
Lins,Lins,3527108,SP,22
Lorena,Lorena,3527207,SP,24
Lourdes,Lourdes,3527256,SP,30
Louveira,Louveira,3527306,SP,10
Lucélia,Lucélia,3527405,SP,20
Lucianópolis,Lucianópolis,3527504,SP,12
Luís Antônio,Luís Antânio,3527603,SP,NA
Luiziânia,Luiziânia,3527702,SP,30
Lupércio,Lupércio,3527801,SP,14
Lutécia,Lutécia,3527900,SP,20
Macatuba,Macatuba,3528007,SP,14
Macaubal,Macaubal,3528106,SP,30
Macedônia,Macedânia,3528205,SP,NA
Magda,Magda,3528304,SP,35
Mairinque,Mairinque,3528403,SP,12
Mairiporã,Mairiporã,3528502,SP,7
Manduri,Manduri,3528601,SP,20
Marabá Paulista,Marabá Paulista,3528700,SP,30
Maracaí,Maracaí,3528809,SP,20
Marapoama,Marapoama,3528858,SP,22
Mariápolis,Mariápolis,3528908,SP,22
Marília,Marília,3529005,SP,14
Marinópolis,Marinópolis,3529104,SP,22
Martinópolis,Martinópolis,3529203,SP,24
Matão,Matão,3529302,SP,12
Mauá,Mauá,3529401,SP,5
Mendonça,Mendonça,3529500,SP,30
Meridiano,Meridiano,3529609,SP,26
Mesópolis,Mesópolis,3529658,SP,30
Miguelópolis,Miguelópolis,3529708,SP,22
Mineiros do Tietê,Mineiros do Tietê,3529807,SP,16
Miracatu,Miracatu,3529906,SP,16
Mira Estrela,Mira Estrela,3530003,SP,30
Mirandópolis,Mirandópolis,3530102,SP,30
Mirante do Paranapanema,Mirante do Paranapanema,3530201,SP,30
Mirassol,Mirassol,3530300,SP,16
Mirassolândia,Mirassolândia,3530409,SP,24
Mococa,Mococa,3530508,SP,22
Mogi das Cruzes,Moji das Cruzes,3530607,SP,NA
Mogi Guaçu,Mogi Guaçu,3530706,SP,18
Mogi Mirim,Moji Mirim,3530805,SP,NA
Mombuca,Mombuca,3530904,SP,10
Monções,Monç§es,3531001,SP,NA
Mongaguá,Mongaguá,3531100,SP,10
Monte Alegre do Sul,Monte Alegre do Sul,3531209,SP,16
Monte Alto,Monte Alto,3531308,SP,14
Monte Aprazível,Monte Aprazível,3531407,SP,30
Monte Azul Paulista,Monte Azul Paulista,3531506,SP,14
Monte Castelo,Monte Castelo,3531605,SP,22
Monteiro Lobato,Monteiro Lobato,3531704,SP,14
Monte Mor,Monte Mor,3531803,SP,10
Morro Agudo,Morro Agudo,3531902,SP,22
Morungaba,Morungaba,3532009,SP,12
Motuca,Motuca,3532058,SP,12
Murutinga do Sul,Murutinga do Sul,3532108,SP,30
Nantes,Nantes,3532157,SP,24
Narandiba,Narandiba,3532207,SP,24
Natividade da Serra,Natividade da Serra,3532306,SP,40
Nazaré Paulista,Nazaré Paulista,3532405,SP,16
Neves Paulista,Neves Paulista,3532504,SP,26
Nhandeara,Nhandeara,3532603,SP,35
Nipoã,Nipoã,3532702,SP,30
Nova Aliança,Nova Aliança,3532801,SP,20
Nova Campina,Nova Campina,3532827,SP,20
Nova Canaã Paulista,Nova Canaã Paulista,3532843,SP,26
Nova Castilho,Nova Castilho,3532868,SP,35
Nova Europa,Nova Europa,3532900,SP,12
Nova Granada,Nova Granada,3533007,SP,22
Nova Guataporanga,Nova Guataporanga,3533106,SP,18
Nova Independência,Nova Independência,3533205,SP,35
Novais,Novais,3533254,SP,16
Nova Luzitânia,Nova Luzitânia,3533304,SP,35
Nova Odessa,Nova Odessa,3533403,SP,10
Novo Horizonte,Novo Horizonte,3533502,SP,22
Nuporanga,Nuporanga,3533601,SP,22
Ocauçu,Ocauçu,3533700,SP,14
Óleo,Ëleo,3533809,SP,NA
Olímpia,Olímpia,3533908,SP,20
Onda Verde,Onda Verde,3534005,SP,22
Oriente,Oriente,3534104,SP,14
Orindiúva,Orindiúva,3534203,SP,30
Orlândia,Orlândia,3534302,SP,22
Osasco,Osasco,3534401,SP,5
Oscar Bressane,Oscar Bressane,3534500,SP,20
Osvaldo Cruz,Osvaldo Cruz,3534609,SP,18
Ourinhos,Ourinhos,3534708,SP,20
Ouroeste,Ouroeste,3534757,SP,30
Ouro Verde,Ouro Verde,3534807,SP,20
Pacaembu,Pacaembu,3534906,SP,18
Palestina,Palestina,3535002,SP,24
Palmares Paulista,Palmares Paulista,3535101,SP,16
Palmeira d'Oeste,Palmeira D'oeste,3535200,SP,NA
Palmital,Palmital,3535309,SP,20
Panorama,Panorama,3535408,SP,30
Paraguaçu Paulista,Paraguaçu Paulista,3535507,SP,20
Paraibuna,Paraibuna,3535606,SP,30
Paraíso,Paraíso,3535705,SP,16
Paranapanema,Paranapanema,3535804,SP,22
Paranapuã,Paranapuã,3535903,SP,30
Parapuã,Parapuã,3536000,SP,18
Pardinho,Pardinho,3536109,SP,24
Pariquera-Açu,Pariquera-Açu,3536208,SP,16
Parisi,Parisi,3536257,SP,24
Patrocínio Paulista,Patrocínio Paulista,3536307,SP,16
Paulicéia,Paulicéia,3536406,SP,30
Paulínia,Paulínia,3536505,SP,10
Paulistânia,Paulistânia,3536570,SP,12
Paulo de Faria,Paulo de Faria,3536604,SP,30
Pederneiras,Pederneiras,3536703,SP,14
Pedra Bela,Pedra Bela,3536802,SP,20
Pedranópolis,Pedranópolis,3536901,SP,26
Pedregulho,Pedregulho,3537008,SP,20
Pedreira,Pedreira,3537107,SP,18
Pedrinhas Paulista,Pedrinhas Paulista,3537156,SP,20
Pedro de Toledo,Pedro de Toledo,3537206,SP,10
Penápolis,Penápolis,3537305,SP,30
Pereira Barreto,Pereira Barreto,3537404,SP,30
Pereiras,Pereiras,3537503,SP,30
Peruíbe,Peruíbe,3537602,SP,10
Piacatu,Piacatu,3537701,SP,30
Piedade,Piedade,3537800,SP,16
Pilar do Sul,Pilar do Sul,3537909,SP,16
Pindamonhangaba,Pindamonhangaba,3538006,SP,16
Pindorama,Pindorama,3538105,SP,16
Pinhalzinho,Pinhalzinho,3538204,SP,16
Piquerobi,Piquerobi,3538303,SP,30
Piquete,Piquete,3538501,SP,24
Piracaia,Piracaia,3538600,SP,24
Piracicaba,Piracicaba,3538709,SP,10
Piraju,Piraju,3538808,SP,20
Pirajuí,Pirajuí,3538907,SP,20
Pirangi,Pirangi,3539004,SP,14
Pirapora do Bom Jesus,Pirapora do Bom Jesus,3539103,SP,7
Pirapozinho,Pirapozinho,3539202,SP,24
Pirassununga,Pirassununga,3539301,SP,18
Piratininga,Piratininga,3539400,SP,12
Pitangueiras,Pitangueiras,3539509,SP,16
Planalto,Planalto,3539608,SP,30
Platina,Platina,3539707,SP,20
Poá,Poá,3539806,SP,5
Poloni,Poloni,3539905,SP,30
Pompéia,Pompéia,3540002,SP,18
Pongaí,Pongaí,3540101,SP,20
Pontal,Pontal,3540200,SP,12
Pontalinda,Pontalinda,3540259,SP,26
Pontes Gestal,Pontes Gestal,3540309,SP,30
Populina,Populina,3540408,SP,30
Porangaba,Porangaba,3540507,SP,30
Porto Feliz,Porto Feliz,3540606,SP,12
Porto Ferreira,Porto Ferreira,3540705,SP,16
Potim,Potim,3540754,SP,24
Potirendaba,Potirendaba,3540804,SP,20
Pracinha,Pracinha,3540853,SP,20
Pradópolis,Pradópolis,3540903,SP,12
Praia Grande,Praia Grande,3541000,SP,10
Pratânia,Pratânia,3541059,SP,16
Presidente Alves,Presidente Alves,3541109,SP,20
Presidente Bernardes,Presidente Bernardes,3541208,SP,22
Presidente Epitácio,Presidente Epitácio,3541307,SP,30
Presidente Prudente,Presidente Prudente,3541406,SP,22
Presidente Venceslau,Presidente Venceslau,3541505,SP,30
Promissão,Promissão,3541604,SP,22
Quadra,Quadra,3541653,SP,18
Quatá,Quatá,3541703,SP,20
Queiroz,Queiroz,3541802,SP,20
Queluz,Queluz,3541901,SP,24
Quintana,Quintana,3542008,SP,18
Rafard,Rafard,3542107,SP,10
Rancharia,Rancharia,3542206,SP,24
Redenção da Serra,Redenção da Serra,3542305,SP,40
Regente Feijó,Regente Feijó,3542404,SP,24
Reginópolis,Reginópolis,3542503,SP,20
Registro,Registro,3542602,SP,16
Restinga,Restinga,3542701,SP,16
Ribeira,Ribeira,3542800,SP,16
Ribeirão Bonito,Ribeirão Bonito,3542909,SP,12
Ribeirão Branco,Ribeirão Branco,3543006,SP,16
Ribeirão Corrente,Ribeirão Corrente,3543105,SP,16
Ribeirão do Sul,Ribeirão do Sul,3543204,SP,20
Ribeirão dos Índios,Ribeirão dos ═ndios,3543238,SP,NA
Ribeirão Grande,Ribeirão Grande,3543253,SP,16
Ribeirão Pires,Ribeirão Pires,3543303,SP,5
Ribeirão Preto,Ribeirão Preto,3543402,SP,10
Riversul,Riversul,3543501,SP,20
Rifaina,Rifaina,3543600,SP,20
Rincão,Rincão,3543709,SP,12
Rinópolis,Rinópolis,3543808,SP,18
Rio Claro,Rio Claro,3543907,SP,14
Rio das Pedras,Rio das Pedras,3544004,SP,10
Rio Grande da Serra,Rio Grande da Serra,3544103,SP,5
Riolândia,Riolândia,3544202,SP,30
Rosana,Rosana,3544251,SP,30
Roseira,Roseira,3544301,SP,22
Rubiácea,Rubiácea,3544400,SP,30
Rubinéia,Rubinéia,3544509,SP,30
Sabino,Sabino,3544608,SP,22
Sagres,Sagres,3544707,SP,22
Sales,Sales,3544806,SP,22
Sales Oliveira,Sales Oliveira,3544905,SP,16
Salesópolis,Salesópolis,3545001,SP,7
Salmourão,Salmourão,3545100,SP,22
Saltinho,Saltinho,3545159,SP,10
Salto,Salto,3545209,SP,12
Salto de Pirapora,Salto de Pirapora,3545308,SP,12
Salto Grande,Salto Grande,3545407,SP,20
Sandovalina,Sandovalina,3545506,SP,30
Santa Adélia,Santa Adélia,3545605,SP,16
Santa Albertina,Santa Albertina,3545704,SP,30
Santa Bárbara d'Oeste,Santa Bárbara D'oeste,3545803,SP,NA
Santa Branca,Santa Branca,3546009,SP,20
Santa Clara d'Oeste,Santa Clara D'oeste,3546108,SP,NA
Santa Cruz da Conceição,Santa Cruz da Conceição,3546207,SP,18
Santa Cruz da Esperança,Santa Cruz da Esperança,3546256,SP,16
Santa Cruz das Palmeiras,Santa Cruz das Palmeiras,3546306,SP,18
Santa Cruz do Rio Pardo,Santa Cruz do Rio Pardo,3546405,SP,20
Santa Ernestina,Santa Ernestina,3546504,SP,14
Santa Fé do Sul,Santa Fé do Sul,3546603,SP,30
Santa Gertrudes,Santa Gertrudes,3546702,SP,10
Santa Isabel,Santa Isabel,3546801,SP,7
Santa Lúcia,Santa Lúcia,3546900,SP,12
Santa Maria da Serra,Santa Maria da Serra,3547007,SP,24
Santa Mercedes,Santa Mercedes,3547106,SP,30
Santana da Ponte Pensa,Santana da Ponte Pensa,3547205,SP,26
Santana de Parnaíba,Santana de Parnaíba,3547304,SP,7
Santa Rita d'Oeste,Santa Rita D'oeste,3547403,SP,NA
Santa Rita do Passa Quatro,Santa Rita do Passa Quatro,3547502,SP,14
Santa Rosa de Viterbo,Santa Rosa de Viterbo,3547601,SP,14
Santa Salete,Santa Salete,3547650,SP,26
Santo Anastácio,Santo Anastácio,3547700,SP,30
Santo André,Santo André,3547809,SP,5
Santo Antônio da Alegria,Santo Antânio da Alegria,3547908,SP,NA
Santo Antônio de Posse,Santo Antânio de Posse,3548005,SP,NA
Santo Antônio do Aracanguá,Santo Antânio de Aracanguá,3548054,SP,NA
Santo Antônio do Jardim,Santo Antânio do Jardim,3548104,SP,NA
Santo Antônio do Pinhal,Santo Antânio do Pinhal,3548203,SP,NA
Santo Expedito,Santo Expedito,3548302,SP,24
Santópolis do Aguapeí,Santópolis do Aguapeí,3548401,SP,30
Santos,Santos,3548500,SP,10
São Bento do Sapucaí,São Bento do Sapucaí,3548609,SP,20
São Bernardo do Campo,São Bernardo do Campo,3548708,SP,5
São Caetano do Sul,São Caetano do Sul,3548807,SP,5
São Carlos,São Carlos,3548906,SP,12
São Francisco,São Francisco,3549003,SP,22
São João da Boa Vista,São João da Boa Vista,3549102,SP,22
São João das Duas Pontes,São João das Duas Pontes,3549201,SP,26
São João de Iracema,São João de Iracema,3549250,SP,35
São João do Pau d'Alho,São João do Pau D'alho,3549300,SP,NA
São Joaquim da Barra,São Joaquim da Barra,3549409,SP,22
São José da Bela Vista,São José da Bela Vista,3549508,SP,16
São José do Barreiro,São José do Barreiro,3549607,SP,24
São José do Rio Pardo,São José do Rio Pardo,3549706,SP,22
São José do Rio Preto,São José do Rio Preto,3549805,SP,12
São José dos Campos,São José dos Campos,3549904,SP,12
São Lourenço da Serra,São Lourenço da Serra,3549953,SP,5
São Luiz do Paraitinga,São Luís do Paraitinga,3550001,SP,NA
São Manuel,São Manuel,3550100,SP,16
São Miguel Arcanjo,São Miguel Arcanjo,3550209,SP,16
São Paulo,São Paulo,3550308,SP,5
São Pedro,São Pedro,3550407,SP,16
São Pedro do Turvo,São Pedro do Turvo,3550506,SP,20
São Roque,São Roque,3550605,SP,12
